"Scientific_Name","Beak.Width","Beak.Depth","Habitat","Trophic.Level"
"Machaeropterus regulus",3.3,3.1,"Forest","Herbivore"
"Manacus aurantiacus",3.6,3.3,"Forest","Herbivore"
"Manacus candei",4.1,3.9,"Forest","Herbivore"
"Manacus manacus",4.4,4.2,"Forest","Herbivore"
"Manacus vitellinus",4.3,4.1,"Forest","Herbivore"
"Masius chrysopterus",3.8,3.6,"Forest","Omnivore"
"Neopelma aurifrons",4.2,4.3,"Forest","Herbivore"
"Neopelma chrysocephalum",4.9,4.1,"Shrubland","Omnivore"
"Neopelma chrysolophum",4.2,3.4,"Forest","Omnivore"
"Neopelma pallescens",4.6,4.7,"Forest","Carnivore"
"Neopelma sulphureiventer",4.6,4,"Forest","Carnivore"
"Pipra aureola",3.9,3.9,"Forest","Herbivore"
"Pipra chloromeros",4,3.9,"Forest","Herbivore"
"Pipra cornuta",4.1,4.3,"Forest","Herbivore"
"Pipra erythrocephala",3.9,4,"Forest","Herbivore"
"Pipra fasciicauda",4.1,4,"Forest","Herbivore"
"Pipra filicauda",4.3,4.1,"Forest","Herbivore"
"Pipra mentalis",4.4,4,"Forest","Herbivore"
"Pipra pipra",4.4,4.1,"Forest","Omnivore"
"Pipra rubrocapilla",3.8,4.1,"Forest","Herbivore"
"Piprites chloris",4.2,4.7,"Forest","Carnivore"
"Piprites griseiceps",4.5,4.7,"Forest","Omnivore"
"Piprites pileata",4.3,5,"Forest","Herbivore"
"Tyranneutes stolzmanni",3.7,3.1,"Forest","Herbivore"
"Tyranneutes virescens",3.9,3.4,"Forest","Herbivore"
"Xenopipo atronitens",4.3,4.2,"Forest","Herbivore"
"Xenopipo flavicapilla",3.8,3.8,"Forest","Herbivore"
"Xenopipo holochlora",4,4.1,"Forest","Omnivore"
"Xenopipo unicolor",3.7,3.6,"Forest","Herbivore"
"Xenopipo uniformis",4.8,4.2,"Forest","Herbivore"
"Pitta anerythra",7.3,10.2,"Forest","Carnivore"
"Pitta angolensis",7.4,8.9,"Forest","Carnivore"
"Pitta arcuata",6.5,7.5,"Forest","Carnivore"
"Pitta baudii",5.3,7.4,"Forest","Carnivore"
"Pitta brachyura",6.5,7.5,"Forest","Carnivore"
"Pitta caerulea",10.3,13.3,"Forest","Carnivore"
"Pitta cyanea",6.4,8.1,"Forest","Carnivore"
"Pitta dohertyi",6.3,7,"Forest","Carnivore"
"Pitta elegans",6.9,8,"Forest","Carnivore"
"Pitta elliotii",6.5,8.5,"Forest","Carnivore"
"Pitta erythrogaster",6.7,8.4,"Forest","Carnivore"
"Pitta granatina",6.2,7.7,"Forest","Carnivore"
"Pitta guajana",6,8,"Forest","Carnivore"
"Pitta gurneyi",5.8,8.5,"Forest","Carnivore"
"Pitta iris",6.9,9.1,"Forest","Carnivore"
"Pitta kochi",8,10.8,"Forest","Carnivore"
"Pitta maxima",9.7,12.8,"Forest","Carnivore"
"Pitta megarhyncha",9.6,11.1,"Woodland","Carnivore"
"Pitta moluccensis",7,9.8,"Forest","Carnivore"
"Pitta nipalensis",7.4,9.9,"Forest","Carnivore"
"Pitta nympha",6.8,8.7,"Forest","Carnivore"
"Pitta oatesi",7.4,9.9,"Forest","Carnivore"
"Pitta phayrei",7.7,8.6,"Forest","Carnivore"
"Pitta reichenowi",7.2,8.7,"Forest","Carnivore"
"Pitta schneideri",8.2,11.2,"Forest","Carnivore"
"Pitta sordida",6.1,8.2,"Forest","Carnivore"
"Pitta soror",7.2,9.8,"Forest","Carnivore"
"Pitta steerii",8.3,10.1,"Forest","Carnivore"
"Pitta superba",8.2,11.3,"Forest","Carnivore"
"Pitta ussheri",5.9,7.3,"Forest","Carnivore"
"Pitta venusta",6.7,7.7,"Forest","Carnivore"
"Pitta versicolor",7.6,10.5,"Forest","Carnivore"
"Pityriasis gymnocephala",11.4,15.4,"Forest","Carnivore"
"Batis capensis",4.8,3.6,"Forest","Carnivore"
"Batis crypta",4.8,3.5,"Forest","Carnivore"
"Batis diops",5.1,3.6,"Forest","Carnivore"
"Batis fratrum",5.3,3.8,"Forest","Carnivore"
"Batis ituriensis",4.5,3.4,"Forest","Carnivore"
"Batis margaritae",4.5,4,"Woodland","Carnivore"
"Batis minima",4.3,3.4,"Forest","Carnivore"
"Batis minor",5.3,3.8,"Woodland","Carnivore"
"Batis minulla",4.9,3.6,"Woodland","Carnivore"
"Batis mixta",5.2,3.6,"Forest","Carnivore"
"Batis molitor",4.9,3.5,"Woodland","Carnivore"
"Batis occulta",4.3,3.6,"Woodland","Carnivore"
"Batis orientalis",5,3.5,"Shrubland","Carnivore"
"Batis perkeo",4.4,3.5,"Woodland","Carnivore"
"Batis poensis",5.2,3.9,"Forest","Carnivore"
"Batis pririt",4.5,3.2,"Woodland","Carnivore"
"Batis senegalensis",5.3,3.6,"Shrubland","Carnivore"
"Batis soror",4.8,3.4,"Woodland","Carnivore"
"Bias musicus",8.1,5.9,"Forest","Carnivore"
"Lanioturdus torquatus",5.2,4.8,"Woodland","Carnivore"
"Megabyas flammulatus",6.4,5.7,"Forest","Carnivore"
"Platysteira albifrons",6,4,"Woodland","Carnivore"
"Platysteira blissetti",5.5,4.2,"Forest","Carnivore"
"Platysteira castanea",5.5,4.1,"Forest","Carnivore"
"Platysteira chalybea",6.1,3.2,"Forest","Carnivore"
"Platysteira concreta",5.2,4,"Forest","Carnivore"
"Platysteira cyanea",6.2,4,"Forest","Carnivore"
"Platysteira jamesoni",5.8,3.5,"Forest","Carnivore"
"Platysteira laticincta",6,3.7,"Forest","Carnivore"
"Platysteira peltata",5.8,4,"Forest","Carnivore"
"Platysteira tonsa",5.1,3.6,"Forest","Carnivore"
"Amblyospiza albifrons",9.2,14.9,"Woodland","Omnivore"
"Anaplectes rubriceps",5.5,6.2,"Woodland","Carnivore"
"Brachycope anomala",5.2,7.2,"Riverine","Herbivore"
"Bubalornis albirostris",9.2,12.3,"Woodland","Omnivore"
"Bubalornis niger",8,10.3,"Woodland","Omnivore"
"Dinemellia dinemelli",8.7,12.2,"Grassland","Omnivore"
"Euplectes afer",5.1,6.7,"Wetland","Herbivore"
"Euplectes albonotatus",6.3,7.3,"Grassland","Herbivore"
"Euplectes ardens",6,6.8,"Grassland","Herbivore"
"Euplectes aureus",6.9,9.7,"Grassland","Herbivore"
"Euplectes axillaris",5.8,8.5,"Grassland","Herbivore"
"Euplectes capensis",7.1,9.9,"Grassland","Omnivore"
"Euplectes diadematus",5.2,7,"Grassland","Herbivore"
"Euplectes franciscanus",5,6.4,"Grassland","Herbivore"
"Euplectes gierowii",6.2,8.6,"Grassland","Omnivore"
"Euplectes hartlaubi",6.8,9.5,"Wetland","Herbivore"
"Euplectes hordeaceus",7,8.9,"Grassland","Herbivore"
"Euplectes jacksoni",6.6,9.2,"Grassland","Herbivore"
"Euplectes macroura",5.6,7.7,"Grassland","Herbivore"
"Euplectes nigroventris",5.2,7,"Grassland","Herbivore"
"Euplectes orix",5.8,7.8,"Grassland","Omnivore"
"Euplectes progne",6.8,8.7,"Grassland","Herbivore"
"Euplectes psammocromius",7.1,8.8,"Grassland","Omnivore"
"Foudia eminentissima",5.8,8.7,"Forest","Carnivore"
"Foudia flavicans",4.8,6.1,"Forest","Carnivore"
"Foudia madagascariensis",5.2,7.2,"Woodland","Herbivore"
"Foudia omissa",5.7,7.6,"Forest","Herbivore"
"Foudia rubra",5,6.7,"Forest","Carnivore"
"Foudia sechellarum",4.9,6.7,"Woodland","Carnivore"
"Malimbus ballmanni",5.7,8.4,"Forest","Carnivore"
"Malimbus cassini",5.6,7.1,"Forest","Carnivore"
"Malimbus coronatus",5.5,6.9,"Forest","Carnivore"
"Malimbus erythrogaster",6.8,8.7,"Forest","Carnivore"
"Malimbus ibadanensis",6.4,8.2,"Forest","Carnivore"
"Malimbus malimbicus",6.6,8,"Forest","Carnivore"
"Malimbus nitens",6.1,7.4,"Forest","Omnivore"
"Malimbus racheliae",5.3,7.1,"Forest","Carnivore"
"Malimbus rubricollis",7.1,9,"Forest","Omnivore"
"Malimbus scutatus",5.3,7,"Forest","Carnivore"
"Ploceus albinucha",6.4,7.2,"Forest","Carnivore"
"Ploceus alienus",5.8,6.4,"Forest","Omnivore"
"Ploceus angolensis",4.5,5.9,"Woodland","Carnivore"
"Ploceus aurantius",5,6.1,"Wetland","Omnivore"
"Ploceus aureonucha",5.6,6.2,"Forest","Omnivore"
"Ploceus badius",5.8,7.5,"Grassland","Herbivore"
"Ploceus baglafecht",6.7,8.1,"Shrubland","Carnivore"
"Ploceus bannermani",6.6,8.4,"Forest","Omnivore"
"Ploceus batesi",5.9,7.5,"Forest","Carnivore"
"Ploceus benghalensis",6.4,8.5,"Wetland","Herbivore"
"Ploceus bertrandi",6.9,8.8,"Woodland","Omnivore"
"Ploceus bicolor",6.8,8.3,"Forest","Omnivore"
"Ploceus bojeri",5.9,7.9,"Woodland","Omnivore"
"Ploceus burnieri",6.1,7.9,"Wetland","Herbivore"
"Ploceus capensis",6.5,7.7,"Woodland","Omnivore"
"Ploceus castaneiceps",5.7,7.2,"Wetland","Herbivore"
"Ploceus castanops",5.3,6.9,"Wetland","Herbivore"
"Ploceus cucullatus",8.3,10.1,"Woodland","Herbivore"
"Ploceus dichrocephalus",5.8,7.5,"Wetland","Herbivore"
"Ploceus dorsomaculatus",5.7,6.9,"Forest","Carnivore"
"Ploceus flavipes",5.6,6.3,NA,"Carnivore"
"Ploceus galbula",5.8,7.6,"Grassland","Herbivore"
"Ploceus golandi",5.5,6,"Forest","Carnivore"
"Ploceus grandis",8.9,11.3,"Forest","Herbivore"
"Ploceus heuglini",6.6,7.5,"Woodland","Carnivore"
"Ploceus hypoxanthus",8.2,11,"Wetland","Herbivore"
"Ploceus insignis",4.6,5.8,"Forest","Omnivore"
"Ploceus intermedius",5.8,6.5,"Woodland","Carnivore"
"Ploceus jacksoni",5.4,6.9,"Wetland","Herbivore"
"Ploceus katangae",5.4,6.9,"Wetland","Herbivore"
"Ploceus luteolus",4.7,5.7,"Woodland","Omnivore"
"Ploceus manyar",7.1,9.2,"Shrubland","Herbivore"
"Ploceus megarhynchus",7.3,10.8,"Grassland","Herbivore"
"Ploceus melanocephalus",5.8,7.3,"Wetland","Omnivore"
"Ploceus melanogaster",5.4,6.1,"Forest","Carnivore"
"Ploceus nelicourvi",5.5,7.9,"Forest","Carnivore"
"Ploceus nicolli",4.8,6,"Forest","Carnivore"
"Ploceus nigerrimus",7,8.9,"Woodland","Omnivore"
"Ploceus nigricollis",6.1,7.1,"Woodland","Carnivore"
"Ploceus nigrimentus",5.8,8.5,"Shrubland","Omnivore"
"Ploceus ocularis",5.3,6.8,"Woodland","Carnivore"
"Ploceus olivaceiceps",4.6,5.5,"Woodland","Carnivore"
"Ploceus pelzelni",4.3,4.9,"Wetland","Carnivore"
"Ploceus philippinus",7.4,9.4,"Shrubland","Herbivore"
"Ploceus preussi",5,5.8,"Forest","Carnivore"
"Ploceus princeps",6.9,9.2,"Forest","Herbivore"
"Ploceus reichardi",5.5,7.1,"Wetland","Herbivore"
"Ploceus rubiginosus",6.7,9.1,"Shrubland","Herbivore"
"Ploceus ruweti",5.7,7,"Wetland","Omnivore"
"Ploceus sakalava",6.5,9.6,"Woodland","Herbivore"
"Ploceus sanctithomae",4.3,5.9,"Forest","Herbivore"
"Ploceus spekei",6.5,8.1,"Woodland","Herbivore"
"Ploceus spekeoides",6.8,8.9,"Wetland","Herbivore"
"Ploceus subaureus",6.8,9,"Riverine","Herbivore"
"Ploceus subpersonatus",5.3,6.2,"Wetland","Herbivore"
"Ploceus superciliosus",6.7,9.2,"Grassland","Herbivore"
"Ploceus taeniopterus",5.9,7.5,"Wetland","Herbivore"
"Ploceus temporalis",6.2,7.3,"Wetland","Carnivore"
"Ploceus tricolor",6,7,"Forest","Carnivore"
"Ploceus velatus",5.9,7.8,"Shrubland","Herbivore"
"Ploceus vitellinus",5.5,7.4,"Shrubland","Herbivore"
"Ploceus weynsi",6,6.7,"Forest","Omnivore"
"Ploceus xanthops",6.9,9,"Shrubland","Herbivore"
"Ploceus xanthopterus",5.7,7.2,"Wetland","Herbivore"
"Quelea cardinalis",5.4,7.3,"Grassland","Herbivore"
"Quelea erythrops",6.2,8.1,"Grassland","Herbivore"
"Quelea quelea",5.8,7.9,"Grassland","Herbivore"
"Microbates cinereiventris",3.4,3.1,"Forest","Carnivore"
"Microbates collaris",3,2.9,"Forest","Carnivore"
"Polioptila albiloris",2.9,2.8,"Woodland","Carnivore"
"Polioptila caerulea",2.8,2.3,"Woodland","Carnivore"
"Polioptila californica",2.2,2.4,"Shrubland","Carnivore"
"Polioptila clementsi",2.9,2.5,"Forest","Carnivore"
"Polioptila dumicola",2.6,2.3,"Woodland","Carnivore"
"Polioptila guianensis",2.9,2.5,"Forest","Carnivore"
"Polioptila lactea",2.4,2.3,"Forest","Carnivore"
"Polioptila lembeyei",2.5,2.1,"Shrubland","Carnivore"
"Polioptila melanura",2.5,2.5,"Shrubland","Carnivore"
"Polioptila nigriceps",2.9,2.2,"Shrubland","Carnivore"
"Polioptila plumbea",2.9,2.5,"Shrubland","Carnivore"
"Polioptila schistaceigula",2.9,2.5,"Forest","Carnivore"
"Ramphocaenus melanurus",2.8,2.9,"Forest","Carnivore"
"Pomatostomus halli",3.6,5.4,"Shrubland","Carnivore"
"Pomatostomus isidorei",5,7,"Forest","Carnivore"
"Pomatostomus ruficeps",4.1,6.6,"Shrubland","Carnivore"
"Pomatostomus superciliosus",4,5.8,"Forest","Carnivore"
"Pomatostomus temporalis",4.4,6.6,"Woodland","Carnivore"
"Promerops cafer",3.7,3.7,"Shrubland","Omnivore"
"Promerops gurneyi",3.2,3.4,"Shrubland","Omnivore"
"Prunella atrogularis",3.4,3.5,"Shrubland","Carnivore"
"Prunella collaris",4.3,4.2,"Grassland","Carnivore"
"Prunella fagani",4,4.2,"Rock","Omnivore"
"Prunella fulvescens",3.9,3.9,"Shrubland","Omnivore"
"Prunella himalayana",4.3,4.3,"Grassland","Omnivore"
"Prunella immaculata",3.7,3.8,"Forest","Omnivore"
"Prunella koslowi",3.6,3.4,"Shrubland","Omnivore"
"Prunella modularis",3.7,3.6,"Forest","Omnivore"
"Prunella montanella",3.5,3.4,"Forest","Carnivore"
"Prunella ocularis",3.4,3.7,"Rock","Omnivore"
"Prunella rubeculoides",3.4,4.2,"Shrubland","Omnivore"
"Prunella rubida",3.7,3.9,"Shrubland","Carnivore"
"Prunella strophiata",3.9,3.8,"Forest","Omnivore"
"Ailuroedus buccoides",9,12.3,"Forest","Omnivore"
"Ailuroedus crassirostris",9.6,14.4,"Forest","Herbivore"
"Ailuroedus melanotis",10.7,16,"Forest","Herbivore"
"Amblyornis flavifrons",6.8,8.3,"Forest","Herbivore"
"Amblyornis inornata",8.6,8.9,"Forest","Omnivore"
"Amblyornis macgregoriae",7.6,8.8,"Forest","Herbivore"
"Amblyornis subalaris",6.9,8.3,"Forest","Omnivore"
"Archboldia papuensis",8.2,9.4,"Forest","Omnivore"
"Chlamydera cerviniventris",7.5,10.1,"Shrubland","Omnivore"
"Chlamydera guttata",6.9,8.9,"Shrubland","Herbivore"
"Chlamydera lauterbachi",6.5,8.9,"Shrubland","Omnivore"
"Chlamydera maculata",8,9.8,"Shrubland","Herbivore"
"Chlamydera nuchalis",8.8,11.4,"Shrubland","Herbivore"
"Prionodura newtoniana",6.5,7.4,"Forest","Herbivore"
"Ptilonorhynchus violaceus",10,11.7,"Forest","Omnivore"
"Scenopoeetes dentirostris",10.6,13.7,"Forest","Herbivore"
"Sericulus aureus",7.4,8.5,"Forest","Omnivore"
"Sericulus bakeri",8,9.2,"Forest","Omnivore"
"Sericulus chrysocephalus",6.5,7.4,"Forest","Herbivore"
"Alophoixus affinis",5.4,7,"Forest","Omnivore"
"Alophoixus bres",5.6,7.2,"Forest","Omnivore"
"Alophoixus finschii",4.7,5.6,"Forest","Omnivore"
"Alophoixus flaveolus",5.4,7.1,"Forest","Herbivore"
"Alophoixus ochraceus",5,7,"Forest","Herbivore"
"Alophoixus pallidus",4.7,7.3,"Forest","Herbivore"
"Alophoixus phaeocephalus",5.4,6.5,"Forest","Omnivore"
"Andropadus ansorgei",3.5,3.8,"Forest","Herbivore"
"Andropadus curvirostris",4.3,4,"Forest","Herbivore"
"Andropadus gracilirostris",4.2,4.3,"Forest","Herbivore"
"Andropadus gracilis",3.8,3.8,"Forest","Herbivore"
"Andropadus importunus",4.2,5.5,"Shrubland","Herbivore"
"Andropadus latirostris",4.9,4.5,"Forest","Omnivore"
"Andropadus masukuensis",3.8,3.7,"Forest","Omnivore"
"Andropadus milanjensis",4.3,5,"Forest","Omnivore"
"Andropadus montanus",4,4.2,"Forest","Herbivore"
"Andropadus nigriceps",4.2,4.8,"Forest","Herbivore"
"Andropadus tephrolaemus",3.8,4.2,"Forest","Herbivore"
"Andropadus virens",4.7,4.3,"Forest","Herbivore"
"Baeopogon clamans",4.4,4.6,"Forest","Herbivore"
"Baeopogon indicator",4.3,4.6,"Forest","Herbivore"
"Bleda canicapillus",5.3,6.4,"Forest","Carnivore"
"Bleda eximius",4.1,6.8,"Forest","Carnivore"
"Bleda notatus",4.7,6.4,"Forest","Carnivore"
"Bleda syndactylus",4.5,7.2,"Forest","Carnivore"
"Calyptocichla serina",3.8,4.5,"Forest","Herbivore"
"Chlorocichla falkensteini",4.2,5.2,"Shrubland","Herbivore"
"Chlorocichla flavicollis",4.6,5.8,"Shrubland","Herbivore"
"Chlorocichla flaviventris",4.9,6.1,"Forest","Herbivore"
"Chlorocichla laetissima",4.8,5.2,"Forest","Herbivore"
"Chlorocichla prigoginei",4.2,5.3,"Forest","Herbivore"
"Chlorocichla simplex",5.4,6.1,"Shrubland","Herbivore"
"Criniger barbatus",5.9,6.5,"Forest","Carnivore"
"Criniger calurus",5.8,6.1,"Forest","Carnivore"
"Criniger chloronotus",5.1,6.5,"Forest","Carnivore"
"Criniger ndussumensis",3.8,5,"Forest","Carnivore"
"Criniger olivaceus",3.8,5,"Forest","Carnivore"
"Hemixos castanonotus",4.6,5,"Forest","Omnivore"
"Hemixos flavala",4.2,5.2,"Forest","Omnivore"
"Hypsipetes borbonicus",5.1,6.1,"Forest","Herbivore"
"Hypsipetes crassirostris",6.2,8.5,"Woodland","Omnivore"
"Hypsipetes leucocephalus",5,5.8,"Forest","Herbivore"
"Hypsipetes madagascariensis",5.3,6.3,"Forest","Herbivore"
"Hypsipetes mcclellandii",5,5.5,"Woodland","Omnivore"
"Hypsipetes nicobariensis",5.2,6.2,"Forest","Omnivore"
"Hypsipetes olivaceus",6.6,7.6,"Forest","Omnivore"
"Hypsipetes parvirostris",4.4,5.8,"Forest","Omnivore"
"Hypsipetes thompsoni",4.4,4.6,"Forest","Herbivore"
"Hypsipetes virescens",4.5,5,"Forest","Omnivore"
"Iole indica",4.8,4.9,"Forest","Herbivore"
"Iole olivacea",5.3,5.4,"Forest","Omnivore"
"Iole propinqua",5.1,5.1,"Forest","Omnivore"
"Iole virescens",4.8,5.2,"Forest","Herbivore"
"Ixonotus guttatus",3.9,4.3,"Forest","Omnivore"
"Ixos amaurotis",5.3,6.4,"Forest","Herbivore"
"Ixos everetti",5.5,7.1,"Forest","Herbivore"
"Ixos malaccensis",5.2,6.5,"Forest","Omnivore"
"Ixos palawanensis",4.8,5.1,"Forest","Omnivore"
"Ixos philippinus",4.9,5.4,"Forest","Herbivore"
"Ixos rufigularis",5.4,6.8,"Forest","Herbivore"
"Ixos siquijorensis",5.9,7.7,"Forest","Herbivore"
"Neolestes torquatus",3.6,4.6,"Shrubland","Carnivore"
"Nicator chloris",4.2,6.4,"Forest","Carnivore"
"Nicator gularis",4.3,6.7,"Woodland","Carnivore"
"Nicator vireo",3.5,5.3,"Forest","Carnivore"
"Phyllastrephus albigularis",4.6,4.7,"Forest","Carnivore"
"Phyllastrephus baumanni",4.2,4.6,"Forest","Carnivore"
"Phyllastrephus cabanisi",4.2,4.5,"Forest","Carnivore"
"Phyllastrephus cerviniventris",3.6,4,"Shrubland","Carnivore"
"Phyllastrephus debilis",3.6,3.5,"Shrubland","Carnivore"
"Phyllastrephus fischeri",3.7,4.4,"Forest","Carnivore"
"Phyllastrephus flavostriatus",3.9,4.5,"Forest","Carnivore"
"Phyllastrephus fulviventris",3.8,4.6,"Forest","Carnivore"
"Phyllastrephus hypochloris",4.3,4.3,"Forest","Carnivore"
"Phyllastrephus icterinus",4.5,4.3,"Forest","Omnivore"
"Phyllastrephus leucolepis",4.2,4.3,NA,"Omnivore"
"Phyllastrephus lorenzi",3.9,4,"Forest","Carnivore"
"Phyllastrephus poensis",4,4.6,"Forest","Carnivore"
"Phyllastrephus poliocephalus",4.3,5.6,"Forest","Carnivore"
"Phyllastrephus strepitans",3.7,4.1,"Shrubland","Omnivore"
"Phyllastrephus terrestris",3.8,5,"Forest","Carnivore"
"Phyllastrephus xavieri",3.8,4.8,"Forest","Carnivore"
"Pycnonotus atriceps",4.2,4.6,"Forest","Herbivore"
"Pycnonotus aurigaster",4.1,4.8,"Shrubland","Herbivore"
"Pycnonotus barbatus",4.3,5,"Woodland","Herbivore"
"Pycnonotus bimaculatus",4.6,4.7,"Forest","Herbivore"
"Pycnonotus blanfordi",3.7,4.5,"Shrubland","Omnivore"
"Pycnonotus brunneus",4.4,4.8,"Forest","Herbivore"
"Pycnonotus cafer",4.8,5.3,"Shrubland","Herbivore"
"Pycnonotus capensis",4,4.6,"Shrubland","Herbivore"
"Pycnonotus cyaniventris",3.9,3.9,"Forest","Herbivore"
"Pycnonotus erythropthalmos",3.8,3.7,"Forest","Herbivore"
"Pycnonotus eutilotus",4.8,5.2,"Forest","Herbivore"
"Pycnonotus finlaysoni",4,5,"Shrubland","Herbivore"
"Pycnonotus flavescens",3.9,4.6,"Forest","Omnivore"
"Pycnonotus goiavier",4.3,5,"Shrubland","Herbivore"
"Pycnonotus hualon",3.8,4.2,NA,"Herbivore"
"Pycnonotus jocosus",4.5,4.8,"Shrubland","Herbivore"
"Pycnonotus leucogenys",3.8,4.6,"Shrubland","Herbivore"
"Pycnonotus leucogrammicus",3.5,4.1,"Forest","Herbivore"
"Pycnonotus leucotis",4.1,4.9,"Shrubland","Herbivore"
"Pycnonotus luteolus",4,5.3,"Shrubland","Herbivore"
"Pycnonotus melanicterus",3.7,4.2,"Forest","Herbivore"
"Pycnonotus melanoleucos",4.2,4.3,"Forest","Herbivore"
"Pycnonotus nieuwenhuisii",4.2,4.3,"Forest","Herbivore"
"Pycnonotus nigricans",4.1,5,"Shrubland","Herbivore"
"Pycnonotus penicillatus",4.3,4.8,"Forest","Herbivore"
"Pycnonotus plumosus",4.7,5.2,"Shrubland","Herbivore"
"Pycnonotus priocephalus",3.6,4,"Forest","Herbivore"
"Pycnonotus simplex",4,4.6,"Forest","Herbivore"
"Pycnonotus sinensis",4.4,4.9,"Human Modified","Herbivore"
"Pycnonotus squamatus",4.1,3.7,"Forest","Herbivore"
"Pycnonotus striatus",4.3,5.3,"Forest","Omnivore"
"Pycnonotus taivanus",4.9,5,"Forest","Herbivore"
"Pycnonotus tympanistrigus",3.4,3.8,"Forest","Herbivore"
"Pycnonotus urostictus",3.7,4.3,"Forest","Herbivore"
"Pycnonotus xantholaemus",3.5,4.6,"Forest","Herbivore"
"Pycnonotus xanthopygos",4.1,5.2,"Shrubland","Herbivore"
"Pycnonotus xanthorrhous",3.9,4.4,"Shrubland","Herbivore"
"Pycnonotus zeylanicus",5.1,7,"Forest","Herbivore"
"Pyrrhurus scandens",4.9,5.6,"Forest","Omnivore"
"Setornis criniger",5.3,6.5,"Forest","Herbivore"
"Spizixos canifrons",5.4,7.1,"Shrubland","Herbivore"
"Spizixos semitorques",6.7,7.7,"Shrubland","Omnivore"
"Thescelocichla leucopleura",4.9,5.6,"Forest","Herbivore"
"Tricholestes criniger",4,4,"Forest","Omnivore"
"Regulus calendula",2.7,2.2,"Forest","Carnivore"
"Regulus goodfellowi",2,2,"Forest","Carnivore"
"Regulus ignicapilla",2,2.1,"Forest","Carnivore"
"Regulus madeirensis",2.8,2.4,"Forest","Carnivore"
"Regulus regulus",2.2,2.1,"Forest","Carnivore"
"Regulus satrapa",2.1,2.5,"Forest","Carnivore"
"Anthoscopus caroli",2.9,3.2,"Woodland","Omnivore"
"Anthoscopus flavifrons",3,3.9,"Forest","Omnivore"
"Anthoscopus minutus",2.5,3.7,"Shrubland","Omnivore"
"Anthoscopus musculus",2.7,3.3,"Shrubland","Carnivore"
"Anthoscopus parvulus",2.5,3.2,"Shrubland","Carnivore"
"Anthoscopus punctifrons",2.8,3.6,"Desert","Carnivore"
"Auriparus flaviceps",3.2,3.9,"Shrubland","Carnivore"
"Cephalopyrus flammiceps",3,2.9,"Forest","Omnivore"
"Pholidornis rushiae",2.3,2.5,"Forest","Carnivore"
"Remiz consobrinus",3,3.8,"Wetland","Omnivore"
"Remiz coronatus",2.8,3.2,"Riverine","Omnivore"
"Remiz macronyx",3.5,3.8,"Wetland","Omnivore"
"Remiz pendulinus",2.8,3.9,"Wetland","Omnivore"
"Rhabdornis grandis",3.9,4.9,"Forest","Omnivore"
"Rhabdornis inornatus",4.3,5.4,"Forest","Omnivore"
"Rhabdornis mystacalis",3.9,4.9,"Forest","Omnivore"
"Acropternis orthonyx",4.5,6.5,"Forest","Carnivore"
"Eleoscytalopus indigoticus",3.3,3.6,"Forest","Carnivore"
"Eleoscytalopus psychopompus",3.4,3.4,"Forest","Carnivore"
"Eugralla paradoxa",3.6,4.9,"Forest","Carnivore"
"Liosceles thoracicus",4.2,5.5,"Forest","Carnivore"
"Melanopareia elegans",3.4,3.6,"Woodland","Carnivore"
"Melanopareia maranonica",3.7,3.9,"Woodland","Carnivore"
"Melanopareia maximiliani",3.1,3.4,"Woodland","Carnivore"
"Melanopareia torquata",3.3,3.7,"Woodland","Carnivore"
"Merulaxis ater",4.3,5.3,"Forest","Carnivore"
"Merulaxis stresemanni",4.9,5.9,"Forest","Carnivore"
"Myornis senilis",3.5,4.4,"Forest","Carnivore"
"Psilorhamphus guttatus",3,3.2,"Forest","Carnivore"
"Pteroptochos castaneus",4.4,6.8,"Forest","Carnivore"
"Pteroptochos megapodius",5,7.2,"Shrubland","Carnivore"
"Pteroptochos tarnii",4.9,6.2,"Forest","Carnivore"
"Rhinocrypta lanceolata",4.4,4.9,"Shrubland","Carnivore"
"Scelorchilus albicollis",4.9,5.8,"Shrubland","Carnivore"
"Scelorchilus rubecula",3.7,5.1,"Forest","Omnivore"
"Scytalopus acutirostris",3.2,3.3,"Forest","Carnivore"
"Scytalopus affinis",3,3,"Forest","Carnivore"
"Scytalopus altirostris",3.6,3.6,"Forest","Carnivore"
"Scytalopus argentifrons",3,3.4,"Forest","Carnivore"
"Scytalopus atratus",3.4,3.9,"Forest","Carnivore"
"Scytalopus bolivianus",3.3,4.1,"Forest","Carnivore"
"Scytalopus canus",2.7,3.1,"Forest","Carnivore"
"Scytalopus caracae",3.1,3.5,"Forest","Carnivore"
"Scytalopus chocoensis",3.3,4.1,"Forest","Carnivore"
"Scytalopus femoralis",3.5,3.9,"Forest","Carnivore"
"Scytalopus fuscus",2.6,3.3,"Forest","Carnivore"
"Scytalopus griseicollis",3.3,3.5,"Forest","Carnivore"
"Scytalopus iraiensis",2.9,2.9,"Grassland","Carnivore"
"Scytalopus latebricola",3.4,4.1,"Forest","Carnivore"
"Scytalopus latrans",2.7,3.2,"Forest","Carnivore"
"Scytalopus macropus",3.9,4.4,"Forest","Carnivore"
"Scytalopus magellanicus",2.8,3.2,"Forest","Carnivore"
"Scytalopus meridanus",2.9,3.3,"Forest","Carnivore"
"Scytalopus micropterus",3.6,4.4,"Forest","Carnivore"
